donor_id,donor_name,donor_type,city,state,email,phone,acquisition_date,acquisition_channel,age_group,gender,occupation,wealth_score,engagement_score,is_major_donor,is_recurring,communication_preference,opted_out
D00633,Victoria Nelson,Individual,Sydney,NSW,donor633@email.com,0442016340,2022-02-24,Social Media,18-25,Male,Professional,54.5,68.1,0,0,Email,0
D00634,Daniel Reyes,Individual,Melbourne,VIC,donor634@email.com,0432532859,2020-04-08,Email,65+,Male,Healthcare,60.9,4.9,0,1,Email,0
D00635,Wright Foundation,Foundation,Sydney,NSW,donor635@email.com,0463024581,2020-07-13,Recurring,N/A,N/A,N/A,16.9,8.8,0,1,Email,0
D00636,Alexander Smith,Individual,Sydney,NSW,donor636@email.com,0447373949,2021-04-14,Event,46-55,Non-binary,Professional,55.5,86.0,0,0,Mail,0
D00637,Ellie Miller,Individual,Brisbane,QLD,donor637@email.com,0462152370,2021-09-06,Email,65+,Female,Education,37.3,81.5,0,1,Phone,0
D00638,Aubrey Jones Estate,Bequest,Fremantle,WA,donor638@email.com,0478588767,2021-09-15,Direct Mail,N/A,N/A,N/A,68.6,35.7,0,0,Phone,0
D00639,Amelia King,Individual,Melbourne,VIC,donor639@email.com,0437113563,2020-03-02,Recurring,26-35,Prefer not to say,Healthcare,65.3,72.3,0,0,Phone,0
D00640,Gold Coast City Council,Government,Gold Coast,QLD,donor640@email.com,0447329499,2021-03-30,Recurring,N/A,N/A,N/A,48.8,27.7,0,0,Email,0
D00641,Samuel Cook,Individual,Canberra,ACT,donor641@email.com,0499255596,2020-07-29,Direct Mail,18-25,Female,Technology,7.8,36.7,0,1,Phone,0
D00642,Emily Nelson,Individual,Mount Gambier,SA,donor642@email.com,0428996104,2020-03-12,Email,65+,Male,Business Owner,56.3,47.7,0,1,Phone,0
D00643,Ethan Adams,Individual,Brisbane,QLD,donor643@email.com,0443416111,2020-07-21,Online,65+,Prefer not to say,Education,50.4,65.6,0,0,Any,1
D00644,Aubrey Garcia,Individual,Brisbane,QLD,donor644@email.com,0468174055,2021-03-27,Online,36-45,Prefer not to say,Finance,25.7,66.0,0,1,Any,0
D00645,Ethan Cook,Individual,Mount Gambier,SA,donor645@email.com,0448013916,2020-09-20,Telephone,36-45,Female,Arts,37.5,64.6,0,0,Any,0
D00646,Jackson Group,Corporate,Newcastle,NSW,donor646@email.com,0460232033,2020-01-05,Email,N/A,N/A,N/A,73.5,52.4,0,0,Any,1
D00647,Victoria Edwards,Individual,Adelaide,SA,donor647@email.com,0436068867,2020-05-07,Email,56-65,Male,Finance,30.6,71.4,0,1,Mail,0
D00648,Joshua Cruz,Individual,Adelaide,SA,donor648@email.com,0414631527,2021-03-10,Recurring,65+,Non-binary,Professional,48.7,31.4,0,1,Mail,0
D00649,Edwards Group,Corporate,Melbourne,VIC,donor649@email.com,0443207452,2021-04-11,Direct Mail,N/A,N/A,N/A,60.6,45.2,0,0,Phone,0
D00650,Nora Flores,Individual,Ballarat,VIC,donor650@email.com,0443939802,2022-06-16,Email,65+,Male,Arts,16.7,71.9,0,1,Any,0
D00651,Ramos Enterprises,Corporate,Canberra,ACT,donor651@email.com,0456223620,2020-04-21,Email,N/A,N/A,N/A,27.3,17.3,0,1,Mail,0
D00652,Smith Group,Corporate,Mount Gambier,SA,donor652@email.com,0466081482,2020-01-02,Social Media,N/A,N/A,N/A,78.3,74.6,0,0,Mail,0
D00653,Emily Morris,Individual,Wollongong,NSW,donor653@email.com,0434915916,2020-04-22,Online,26-35,Female,Government,15.0,64.0,0,0,Phone,0
D00654,Isaac Nelson,Individual,Brisbane,QLD,donor654@email.com,0455922853,2020-03-28,Online,65+,Male,Retired,38.4,64.0,0,0,Phone,0
D00655,Matthew Cook,Individual,Sydney,NSW,donor655@email.com,0445679876,2022-03-21,Online,18-25,Male,Business Owner,77.2,51.5,0,1,Any,0
D00656,Riley Wright,Individual,Canberra,ACT,donor656@email.com,0423445578,2020-02-28,Event,26-35,Non-binary,Finance,90.1,42.1,1,0,Any,0
D00657,Amelia Bailey,Individual,Newcastle,NSW,donor657@email.com,0479110587,2021-09-25,Event,56-65,Non-binary,Healthcare,34.2,3.5,0,0,Phone,0
D00658,Luke Bailey,Individual,Fremantle,WA,donor658@email.com,0420921193,2021-05-11,Online,18-25,Non-binary,Government,27.7,70.2,0,0,Any,1
D00659,Allen Solutions,Corporate,Sydney,NSW,donor659@email.com,0477731180,2020-05-26,Online,N/A,N/A,N/A,78.0,12.7,0,0,Any,0
D00660,Phillips Foundation,Foundation,Perth,WA,donor660@email.com,0425526124,2021-04-23,Peer-to-Peer,N/A,N/A,N/A,60.7,73.7,0,0,Phone,0
D00661,Collins Enterprises,Corporate,Wollongong,NSW,donor661@email.com,0453822194,2021-03-21,Online,N/A,N/A,N/A,54.9,49.7,0,1,Mail,0
D00662,Kelly Enterprises,Corporate,Cairns,QLD,donor662@email.com,0476029590,2020-05-19,Online,N/A,N/A,N/A,75.1,33.5,0,0,Mail,0
D00663,Gabriel Howard,Individual,Ballarat,VIC,donor663@email.com,0425527644,2021-03-23,Peer-to-Peer,65+,Prefer not to say,Arts,55.1,33.4,0,0,Email,0
D00664,Davis Solutions,Corporate,Brisbane,QLD,donor664@email.com,0410225283,2022-05-23,Event,N/A,N/A,N/A,42.4,72.5,0,0,Phone,0
D00665,Luke Ortiz,Individual,Canberra,ACT,donor665@email.com,0482248455,2021-08-27,Recurring,65+,Female,Arts,53.5,74.7,0,1,Mail,0
D00666,Mitchell Foundation,Foundation,Perth,WA,donor666@email.com,0499301859,2020-05-30,Recurring,N/A,N/A,N/A,41.0,41.6,0,1,Email,0
D00667,Amelia Young,Individual,Perth,WA,donor667@email.com,0454713904,2021-12-22,Corporate,65+,Prefer not to say,Healthcare,56.8,48.2,0,0,Phone,0
D00668,Brown Group,Corporate,Gold Coast,QLD,donor668@email.com,0498483078,2022-01-14,Social Media,N/A,N/A,N/A,5.1,95.3,0,1,Phone,1
D00669,Christopher Torres,Individual,Mount Gambier,SA,donor669@email.com,0483552661,2020-10-16,Recurring,46-55,Prefer not to say,Business Owner,40.9,100.0,0,0,Phone,0
D00670,Morris Foundation,Foundation,Geelong,VIC,donor670@email.com,0474752231,2021-11-01,Direct Mail,N/A,N/A,N/A,55.6,61.6,0,0,Phone,0
D00671,Smith Holdings,Corporate,Brisbane,QLD,donor671@email.com,0429811269,2021-08-12,Telephone,N/A,N/A,N/A,78.1,76.2,0,0,Any,0
D00672,Wollongong City Council,Government,Wollongong,NSW,donor672@email.com,0479180538,2021-04-30,Online,N/A,N/A,N/A,52.8,57.4,0,1,Any,1
D00673,Amelia Martin,Individual,Mount Gambier,SA,donor673@email.com,0498384904,2020-06-25,Recurring,46-55,Prefer not to say,Education,38.9,30.1,0,0,Any,0
D00674,Julian Nguyen,Individual,Mount Gambier,SA,donor674@email.com,0440190270,2021-05-15,Online,18-25,Male,Business Owner,22.4,7.6,0,0,Any,0
D00675,Thomas Services,Corporate,Sydney,NSW,donor675@email.com,0426808950,2021-10-22,Corporate,N/A,N/A,N/A,45.1,29.9,0,0,Email,0
D00676,Noah Flores,Individual,Wollongong,NSW,donor676@email.com,0497469782,2021-08-21,Recurring,56-65,Prefer not to say,Business Owner,14.1,38.8,0,0,Phone,1
D00677,Emily Smith,Individual,Sydney,NSW,donor677@email.com,0421787125,2020-05-11,Online,56-65,Prefer not to say,Technology,24.1,33.5,0,0,Email,0
D00678,Luke Gomez,Individual,Sydney,NSW,donor678@email.com,0449379055,2020-02-17,Online,26-35,Prefer not to say,Professional,72.8,40.0,0,1,Any,0
D00679,Roberts Holdings,Corporate,Darwin,NT,donor679@email.com,0416004304,2021-06-06,Recurring,N/A,N/A,N/A,52.3,61.1,0,0,Phone,0
D00680,Sofia Turner Estate,Bequest,Brisbane,QLD,donor680@email.com,0483799431,2020-05-11,Event,N/A,N/A,N/A,47.3,24.0,0,0,Any,0
D00681,Ethan Thompson,Individual,Wollongong,NSW,donor681@email.com,0494975906,2020-03-13,Recurring,65+,Prefer not to say,Retired,39.1,35.6,0,1,Phone,0
D00682,Evelyn Wright,Individual,Wollongong,NSW,donor682@email.com,0424762625,2020-09-10,Peer-to-Peer,46-55,Prefer not to say,Professional,59.1,56.0,0,1,Any,0
D00683,Owen Rogers,Individual,Ballarat,VIC,donor683@email.com,0460819173,2020-04-10,Direct Mail,36-45,Female,Healthcare,12.3,95.9,0,1,Email,0
D00684,Joshua Miller,Individual,Perth,WA,donor684@email.com,0416437523,2021-07-18,Email,56-65,Non-binary,Other,48.8,61.3,0,0,Any,0
D00685,Logan Thompson,Individual,Mount Gambier,SA,donor685@email.com,0495791097,2021-08-04,Online,18-25,Female,Retired,49.4,41.8,0,1,Phone,0
D00686,Thomas Services,Corporate,Canberra,ACT,donor686@email.com,0467413657,2022-03-28,Peer-to-Peer,N/A,N/A,N/A,33.9,54.0,0,0,Phone,0
D00687,Isaac Rogers Estate,Bequest,Ballarat,VIC,donor687@email.com,0442217185,2020-04-02,Direct Mail,N/A,N/A,N/A,44.7,42.5,0,1,Phone,0
D00688,Phillips Services,Corporate,Ballarat,VIC,donor688@email.com,0478274190,2020-01-11,Social Media,N/A,N/A,N/A,70.4,43.8,0,1,Phone,0
D00689,Daniel Howard,Individual,Sydney,NSW,donor689@email.com,0498741286,2022-02-06,Recurring,65+,Male,Finance,13.9,100.0,0,1,Email,0
D00690,Reed Solutions,Corporate,Wollongong,NSW,donor690@email.com,0478945564,2020-06-28,Email,N/A,N/A,N/A,84.1,71.7,1,0,Email,0
D00691,Mason Scott,Individual,Mount Gambier,SA,donor691@email.com,0449398948,2022-05-28,Social Media,65+,Female,Arts,62.4,64.2,0,0,Email,0
D00692,Victoria Ramos,Individual,Mount Gambier,SA,donor692@email.com,0492615071,2022-05-18,Email,65+,Male,Government,31.3,51.7,0,0,Mail,0
D00693,Emily Flores,Individual,Melbourne,VIC,donor693@email.com,0430630696,2020-07-21,Corporate,36-45,Male,Business Owner,70.7,65.3,0,0,Any,0
D00694,Anthony Nguyen,Individual,Cairns,QLD,donor694@email.com,0468864146,2021-07-03,Email,36-45,Non-binary,Finance,53.6,38.9,0,1,Any,0
D00695,Smith Holdings,Corporate,Adelaide,SA,donor695@email.com,0415403110,2021-12-27,Email,N/A,N/A,N/A,54.1,65.4,0,0,Any,0
D00696,Elizabeth Rivera,Individual,Geelong,VIC,donor696@email.com,0427103900,2021-07-17,Event,65+,Non-binary,Business Owner,19.7,51.1,0,0,Any,0
D00697,Charlotte Gutierrez,Individual,Mount Gambier,SA,donor697@email.com,0455921387,2020-01-14,Direct Mail,18-25,Female,Retired,51.6,31.7,0,0,Email,0
D00698,Ethan Cook,Individual,Perth,WA,donor698@email.com,0425437721,2021-06-07,Online,46-55,Female,Other,56.3,68.7,0,1,Phone,0
D00699,Charlotte Stewart,Individual,Canberra,ACT,donor699@email.com,0426168027,2021-08-28,Peer-to-Peer,65+,Female,Healthcare,42.2,39.7,0,0,Email,0
D00700,Brisbane City Council,Government,Brisbane,QLD,donor700@email.com,0461050068,2021-09-23,Event,N/A,N/A,N/A,62.4,97.5,0,0,Mail,0
D00701,Grayson Rivera,Individual,Gold Coast,QLD,donor701@email.com,0466112969,2020-10-02,Direct Mail,18-25,Prefer not to say,Professional,18.7,95.2,0,0,Email,0
D00702,Penelope White,Individual,Melbourne,VIC,donor702@email.com,0475939337,2020-04-13,Email,36-45,Prefer not to say,Education,36.2,58.0,0,0,Mail,0
D00703,Rogers Group,Corporate,Melbourne,VIC,donor703@email.com,0489042306,2022-01-29,Direct Mail,N/A,N/A,N/A,62.1,11.7,0,0,Mail,0
D00704,Nora Garcia,Individual,Cairns,QLD,donor704@email.com,0435559565,2021-08-23,Online,18-25,Female,Other,90.7,39.7,1,0,Any,1
D00705,Riley King Estate,Bequest,Ballarat,VIC,donor705@email.com,0415880227,2022-02-18,Telephone,N/A,N/A,N/A,59.5,88.1,0,0,Any,0
D00706,Cairns City Council,Government,Cairns,QLD,donor706@email.com,0459125302,2022-05-16,Telephone,N/A,N/A,N/A,95.3,12.4,1,0,Email,0
D00707,Natalie Ramos,Individual,Ballarat,VIC,donor707@email.com,0485990691,2021-12-14,Recurring,56-65,Male,Retired,66.2,45.8,0,0,Phone,0
D00708,Ryan Bailey,Individual,Mount Gambier,SA,donor708@email.com,0463801036,2021-06-05,Corporate,56-65,Male,Retired,24.0,78.9,0,0,Phone,0
D00709,Olivia Reed,Individual,Wollongong,NSW,donor709@email.com,0449777260,2021-06-21,Recurring,56-65,Prefer not to say,Arts,47.8,98.8,0,1,Email,0
D00710,Chloe Williams,Individual,Geelong,VIC,donor710@email.com,0443421297,2020-10-03,Email,65+,Female,Education,54.6,44.2,0,1,Phone,0
D00711,Zoey Wright,Individual,Melbourne,VIC,donor711@email.com,0494014298,2021-09-18,Event,18-25,Non-binary,Retired,33.8,100.0,0,1,Mail,0
D00712,Noah Gomez,Individual,Cairns,QLD,donor712@email.com,0483937567,2020-09-20,Email,65+,Male,Finance,69.4,24.2,0,0,Any,0
D00713,Anthony Taylor,Individual,Cairns,QLD,donor713@email.com,0434834040,2021-05-05,Event,46-55,Female,Finance,60.5,58.8,0,1,Phone,0
D00714,Emily Edwards Estate,Bequest,Darwin,NT,donor714@email.com,0462908270,2020-11-13,Direct Mail,N/A,N/A,N/A,56.5,63.4,0,1,Phone,0
D00715,Levi Howard,Individual,Ballarat,VIC,donor715@email.com,0490972685,2020-05-20,Telephone,65+,Prefer not to say,Business Owner,44.7,5.1,0,0,Any,0
D00716,Edwards Pty Ltd,Corporate,Melbourne,VIC,donor716@email.com,0494206105,2022-02-27,Online,N/A,N/A,N/A,59.6,57.0,0,0,Email,1
D00717,Riley Peterson,Individual,Sydney,NSW,donor717@email.com,0431896876,2022-02-16,Online,65+,Male,Healthcare,30.0,39.6,0,0,Any,0
D00718,Matthew Cruz,Individual,Geelong,VIC,donor718@email.com,0465738565,2020-04-15,Social Media,56-65,Male,Professional,41.1,46.8,0,0,Phone,0
D00719,Layla Edwards,Individual,Canberra,ACT,donor719@email.com,0432757831,2022-01-02,Recurring,36-45,Female,Finance,54.3,39.0,0,1,Phone,0
D00720,Owen Davis,Individual,Perth,WA,donor720@email.com,0434342463,2020-07-01,Recurring,36-45,Male,Professional,33.7,59.8,0,1,Phone,0
D00721,Samuel Torres,Individual,Perth,WA,donor721@email.com,0420250139,2020-09-28,Recurring,18-25,Non-binary,Government,61.7,13.4,0,1,Phone,0
D00722,Nora Nelson,Individual,Newcastle,NSW,donor722@email.com,0422139593,2021-03-13,Online,65+,Prefer not to say,Business Owner,65.6,44.9,0,0,Phone,0
D00723,Ellie Adams,Individual,Mount Gambier,SA,donor723@email.com,0443005229,2020-12-07,Social Media,46-55,Prefer not to say,Other,81.0,95.8,1,0,Any,0
D00724,Avery Hill,Individual,Darwin,NT,donor724@email.com,0421710526,2021-12-11,Recurring,18-25,Prefer not to say,Arts,55.3,33.7,0,0,Email,0
D00725,Christopher Wilson,Individual,Melbourne,VIC,donor725@email.com,0449553600,2022-05-19,Event,18-25,Male,Technology,74.8,15.7,0,0,Any,0
D00726,Harper Davis,Individual,Gold Coast,QLD,donor726@email.com,0424228398,2021-12-13,Telephone,65+,Female,Finance,68.8,44.7,0,1,Email,0
D00727,Luke Taylor,Individual,Wollongong,NSW,donor727@email.com,0434484603,2022-05-01,Online,18-25,Female,Business Owner,54.4,36.9,0,0,Phone,0
D00728,Riley Nelson,Individual,Perth,WA,donor728@email.com,0433297540,2020-03-02,Online,65+,Male,Education,53.8,45.7,0,0,Email,0
D00729,Reed Services,Corporate,Canberra,ACT,donor729@email.com,0451075182,2022-04-29,Recurring,N/A,N/A,N/A,48.7,82.5,0,1,Any,1
D00730,Lincoln Hill Estate,Bequest,Cairns,QLD,donor730@email.com,0417515766,2020-05-08,Peer-to-Peer,N/A,N/A,N/A,49.1,24.7,0,0,Phone,0
D00731,Baker Foundation,Foundation,Ballarat,VIC,donor731@email.com,0432122351,2021-10-30,Corporate,N/A,N/A,N/A,26.5,13.5,0,0,Mail,0
D00732,Charlotte Jones,Individual,Brisbane,QLD,donor732@email.com,0490142849,2020-06-15,Online,36-45,Non-binary,Professional,42.9,47.6,0,0,Mail,0
D00733,James Martin,Individual,Brisbane,QLD,donor733@email.com,0416449014,2021-07-31,Recurring,36-45,Male,Other,72.9,47.6,0,0,Mail,0
D00734,Flores Solutions,Corporate,Adelaide,SA,donor734@email.com,0427383462,2022-02-08,Online,N/A,N/A,N/A,35.5,64.9,0,1,Email,0
D00735,Evelyn Johnson,Individual,Sydney,NSW,donor735@email.com,0472157065,2022-05-22,Recurring,56-65,Prefer not to say,Government,61.5,53.5,0,0,Email,1
D00736,Gold Coast City Council,Government,Gold Coast,QLD,donor736@email.com,0477326285,2021-10-31,Social Media,N/A,N/A,N/A,70.2,80.8,0,0,Mail,0
D00737,Luke Parker,Individual,Newcastle,NSW,donor737@email.com,0486088145,2021-09-17,Online,46-55,Male,Finance,10.6,10.8,0,0,Any,0
D00738,Victoria Phillips,Individual,Melbourne,VIC,donor738@email.com,0447596710,2020-06-22,Corporate,18-25,Prefer not to say,Business Owner,60.9,44.0,0,0,Mail,0
D00739,Baker Holdings,Corporate,Wollongong,NSW,donor739@email.com,0428850509,2020-09-19,Peer-to-Peer,N/A,N/A,N/A,51.8,23.1,0,1,Any,0
D00740,Logan Nelson,Individual,Perth,WA,donor740@email.com,0415727818,2021-02-27,Online,36-45,Non-binary,Technology,34.4,49.3,0,0,Email,0
D00741,Phillips Pty Ltd,Corporate,Gold Coast,QLD,donor741@email.com,0463590510,2020-04-17,Online,N/A,N/A,N/A,47.0,64.2,0,1,Phone,0
D00742,Torres Services,Corporate,Hobart,TAS,donor742@email.com,0421518907,2021-07-01,Corporate,N/A,N/A,N/A,68.1,33.6,0,0,Email,0
D00743,Jackson Services,Corporate,Mount Gambier,SA,donor743@email.com,0438539411,2020-11-20,Direct Mail,N/A,N/A,N/A,35.1,78.5,0,1,Any,0
D00744,Evelyn Rivera,Individual,Hobart,TAS,donor744@email.com,0458518736,2021-09-07,Recurring,26-35,Female,Technology,51.1,41.1,0,1,Any,0
D00745,Cook Foundation,Foundation,Brisbane,QLD,donor745@email.com,0429023738,2020-10-03,Recurring,N/A,N/A,N/A,49.8,65.6,0,0,Any,0
D00746,Roberts Foundation,Foundation,Hobart,TAS,donor746@email.com,0467516899,2020-09-22,Online,N/A,N/A,N/A,52.7,57.6,0,0,Mail,0
D00747,Aubrey Rivera Estate,Bequest,Adelaide,SA,donor747@email.com,0457606004,2022-03-13,Recurring,N/A,N/A,N/A,66.4,82.7,0,1,Any,0
D00748,Jacob Wright,Individual,Brisbane,QLD,donor748@email.com,0452467541,2021-04-14,Online,65+,Non-binary,Professional,71.5,38.1,0,0,Any,0
D00749,Logan Cruz Estate,Bequest,Melbourne,VIC,donor749@email.com,0435186888,2021-08-15,Corporate,N/A,N/A,N/A,61.5,60.1,0,0,Phone,0
D00750,Daniel Reyes,Individual,Brisbane,QLD,donor750@email.com,0426743037,2020-01-17,Social Media,56-65,Male,Technology,44.5,70.3,0,1,Any,0
D00751,Zoe Adams,Individual,Adelaide,SA,donor751@email.com,0489845027,2021-04-14,Email,56-65,Non-binary,Business Owner,38.8,56.8,0,0,Any,0
D00752,Lucas Garcia,Individual,Canberra,ACT,donor752@email.com,0493728466,2021-02-25,Recurring,18-25,Male,Professional,76.5,75.2,0,1,Email,0
D00753,Peterson Services,Corporate,Geelong,VIC,donor753@email.com,0436247650,2022-03-06,Online,N/A,N/A,N/A,31.2,56.9,0,1,Email,0
D00754,Anthony Smith,Individual,Hobart,TAS,donor754@email.com,0465662309,2022-06-19,Direct Mail,36-45,Female,Arts,40.7,32.0,0,1,Email,0
D00755,Emma Taylor,Individual,Canberra,ACT,donor755@email.com,0462527771,2021-08-08,Online,36-45,Non-binary,Technology,64.9,49.2,0,0,Any,0
D00756,Nora Morales,Individual,Canberra,ACT,donor756@email.com,0426955763,2021-03-23,Recurring,26-35,Prefer not to say,Technology,53.8,89.1,0,0,Any,0
D00757,Anderson Foundation,Foundation,Cairns,QLD,donor757@email.com,0411548620,2020-07-27,Email,N/A,N/A,N/A,53.8,53.2,0,0,Phone,0
D00758,Emma Murphy,Individual,Ballarat,VIC,donor758@email.com,0439763482,2022-03-07,Recurring,65+,Female,Government,40.7,64.4,0,0,Phone,0
D00759,Collins Pty Ltd,Corporate,Mount Gambier,SA,donor759@email.com,0487759654,2020-05-27,Direct Mail,N/A,N/A,N/A,30.1,24.4,0,1,Email,0
D00760,Samuel Thompson,Individual,Sydney,NSW,donor760@email.com,0423511929,2021-01-05,Corporate,26-35,Male,Business Owner,61.7,41.1,0,0,Email,0
D00761,Isabella White Estate,Bequest,Darwin,NT,donor761@email.com,0470515891,2021-01-19,Recurring,N/A,N/A,N/A,71.8,27.4,0,1,Phone,0
D00762,Cruz Solutions,Corporate,Wollongong,NSW,donor762@email.com,0474949433,2020-04-30,Social Media,N/A,N/A,N/A,100.0,38.0,1,1,Email,0
D00763,Cairns City Council,Government,Cairns,QLD,donor763@email.com,0430447536,2020-01-31,Online,N/A,N/A,N/A,26.5,43.2,0,0,Mail,0
D00764,Harper Harris,Individual,Brisbane,QLD,donor764@email.com,0484020689,2020-07-23,Direct Mail,18-25,Female,Education,67.7,43.3,0,1,Any,0
D00765,Lily Ramos,Individual,Darwin,NT,donor765@email.com,0462724203,2022-05-16,Online,26-35,Non-binary,Retired,62.3,36.8,0,0,Mail,0
D00766,Joshua Adams Estate,Bequest,Brisbane,QLD,donor766@email.com,0452781724,2021-03-09,Email,N/A,N/A,N/A,36.9,38.7,0,0,Any,0
D00767,William Nelson,Individual,Adelaide,SA,donor767@email.com,0496583583,2021-02-23,Direct Mail,26-35,Male,Arts,39.9,95.1,0,1,Mail,0
D00768,Penelope Adams,Individual,Sydney,NSW,donor768@email.com,0452205153,2021-11-03,Online,26-35,Non-binary,Healthcare,42.3,60.1,0,0,Mail,0
D00769,Penelope Kelly,Individual,Fremantle,WA,donor769@email.com,0447319033,2020-08-05,Direct Mail,26-35,Male,Finance,40.8,48.0,0,1,Email,0
D00770,Adams Holdings,Corporate,Canberra,ACT,donor770@email.com,0476927800,2020-07-21,Social Media,N/A,N/A,N/A,61.8,92.6,0,0,Mail,0
D00771,Penelope Turner,Individual,Sydney,NSW,donor771@email.com,0410623711,2020-01-19,Online,46-55,Female,Other,25.6,11.4,0,1,Mail,0
D00772,Ryan Howard,Individual,Mount Gambier,SA,donor772@email.com,0465710942,2020-03-12,Recurring,56-65,Male,Technology,13.0,58.8,0,1,Mail,0
D00773,Joseph Mitchell,Individual,Adelaide,SA,donor773@email.com,0426295769,2021-04-10,Direct Mail,56-65,Male,Finance,21.4,51.5,0,1,Email,0
D00774,Wilson Foundation,Foundation,Geelong,VIC,donor774@email.com,0440379009,2020-11-26,Online,N/A,N/A,N/A,70.7,19.3,0,0,Phone,0
D00775,Gomez Foundation,Foundation,Adelaide,SA,donor775@email.com,0415781587,2021-12-05,Peer-to-Peer,N/A,N/A,N/A,60.5,35.7,0,0,Mail,0
D00776,Gutierrez Services,Corporate,Fremantle,WA,donor776@email.com,0426092896,2020-06-23,Direct Mail,N/A,N/A,N/A,73.6,35.0,0,0,Phone,0
D00777,Amelia Roberts,Individual,Canberra,ACT,donor777@email.com,0474787744,2021-05-16,Corporate,56-65,Female,Other,67.4,46.7,0,0,Mail,0
D00778,Ella Collins,Individual,Ballarat,VIC,donor778@email.com,0439009211,2021-05-21,Online,65+,Female,Business Owner,53.0,51.5,0,0,Any,0
D00779,Natalie Carter,Individual,Sydney,NSW,donor779@email.com,0439364802,2022-05-18,Recurring,36-45,Non-binary,Government,5.7,48.4,0,1,Any,1
D00780,Jackson Pty Ltd,Corporate,Brisbane,QLD,donor780@email.com,0487476147,2020-06-17,Direct Mail,N/A,N/A,N/A,30.8,1.0,0,0,Phone,0
D00781,Martin Pty Ltd,Corporate,Sydney,NSW,donor781@email.com,0481254233,2020-07-10,Email,N/A,N/A,N/A,47.6,78.3,0,0,Mail,0
D00782,Sofia Taylor,Individual,Ballarat,VIC,donor782@email.com,0497056537,2021-03-27,Direct Mail,46-55,Prefer not to say,Arts,48.7,61.2,0,0,Any,0
D00783,Grace Roberts,Individual,Brisbane,QLD,donor783@email.com,0424909280,2021-11-28,Corporate,56-65,Prefer not to say,Arts,64.4,55.8,0,0,Email,0
D00784,Ryan Miller,Individual,Cairns,QLD,donor784@email.com,0446006180,2021-02-18,Recurring,36-45,Female,Other,42.8,57.3,0,0,Phone,0
D00785,Samuel Morales,Individual,Adelaide,SA,donor785@email.com,0442026965,2021-12-18,Corporate,18-25,Male,Retired,26.4,21.6,0,0,Email,0
D00786,Fremantle City Council,Government,Fremantle,WA,donor786@email.com,0412795332,2020-01-14,Online,N/A,N/A,N/A,39.4,27.2,0,0,Mail,0
D00787,Peterson Pty Ltd,Corporate,Wollongong,NSW,donor787@email.com,0443220287,2021-04-30,Recurring,N/A,N/A,N/A,29.9,35.6,0,0,Email,0
